"timestamp","blockNumber","totalSupply","totalValue","ethPrice"
1719147983,20154577,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719148043,20154582,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719148319,20154605,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149087,20154669,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149183,20154677,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149507,20154704,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149627,20154714,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149651,20154716,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149711,20154721,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149723,20154722,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719149783,20154727,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719150383,20154777,"1.0322499686242554e+22","1.2084050050507407e+22","3497.94033"
1719151007,20154829,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151079,20154835,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151439,20154864,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151475,20154867,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151523,20154871,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151547,20154873,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151571,20154875,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151595,20154877,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151607,20154878,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719151631,20154880,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152315,20154937,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152447,20154948,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152519,20154954,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152651,20154965,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152771,20154975,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152879,20154984,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152891,20154985,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152903,20154986,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719152987,20154993,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153011,20154995,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153083,20155001,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153263,20155016,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153395,20155027,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153563,20155041,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153623,20155046,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153911,20155069,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153947,20155072,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719153983,20155075,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719154043,20155080,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719154079,20155083,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719154091,20155084,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719154307,20155102,"1.0322499686242554e+22","1.2084050050507407e+22","3494.03308631"
1719154907,20155152,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719155171,20155173,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719155267,20155181,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719155663,20155214,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156035,20155245,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156119,20155252,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156143,20155254,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156167,20155256,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156191,20155258,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156347,20155271,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156539,20155287,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156671,20155298,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156719,20155302,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156767,20155306,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156887,20155316,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156971,20155323,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719156995,20155325,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719157019,20155327,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719157127,20155336,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719157703,20155384,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719157919,20155402,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719158051,20155413,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719158123,20155419,"1.0322499686242554e+22","1.2084050050507407e+22","3482.67078437"
1719158147,20155421,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719158303,20155434,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719158459,20155447,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719158567,20155456,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719158603,20155459,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159491,20155532,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159659,20155546,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159719,20155551,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159791,20155557,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159875,20155564,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159971,20155571,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719159995,20155573,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719160367,20155604,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719160751,20155636,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719160883,20155647,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719160967,20155654,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719161459,20155695,"1.0322499686242554e+22","1.2084050050507407e+22","3470.58020184"
1719161879,20155730,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719162071,20155746,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719162239,20155759,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719162563,20155786,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719162599,20155789,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719162767,20155803,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163079,20155829,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163127,20155833,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163247,20155843,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163259,20155844,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163499,20155864,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163547,20155868,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163619,20155874,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163643,20155876,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719163679,20155879,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719164543,20155951,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719164663,20155961,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719164723,20155966,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719164819,20155974,"1.0322499686242554e+22","1.2084050050507407e+22","3465.18"
1719165491,20156030,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719165647,20156042,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719165827,20156057,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719166007,20156072,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719166067,20156077,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719166139,20156083,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
1719166499,20156113,"1.0322499686242554e+22","1.2084050050507407e+22","3471.58807634"
